Date,Open,High,Low,Close,Volume,Adj Close
2012-07-17,88.25,89.35,87.55,88.98,3078500,85.34
2012-07-16,88.12,88.65,87.77,88.10,2848100,84.50
2012-07-13,86.32,87.83,86.32,87.59,2599300,84.01
2012-07-12,86.60,86.97,85.34,86.41,4938300,82.88
2012-07-11,88.38,88.76,87.01,87.85,4208600,84.26
2012-07-10,89.08,89.82,87.96,88.25,3356800,84.64
2012-07-09,88.86,89.08,88.31,88.96,2600900,85.32
2012-07-06,88.81,89.38,88.35,88.99,2192900,85.35
2012-07-05,89.20,89.95,88.86,89.57,1924800,85.91
2012-07-03,89.11,89.75,89.08,89.70,1410400,86.03
2012-07-02,89.29,89.69,88.28,89.28,2289700,85.63
2012-06-29,88.62,89.60,88.35,89.60,4629400,85.94
2012-06-28,86.36,87.25,85.98,87.16,3267100,83.60
2012-06-27,86.39,87.60,86.24,87.16,2887800,83.60
2012-06-26,85.91,86.47,85.29,86.18,2389100,82.66
2012-06-25,85.87,86.31,85.46,85.85,2908900,82.34
2012-06-22,87.11,87.14,86.38,86.83,3026000,83.28
2012-06-21,88.04,88.38,86.62,86.73,3722800,83.18
2012-06-20,87.93,88.28,87.35,87.54,3446800,83.96
2012-06-19,87.82,88.17,87.52,87.82,3212500,84.23
2012-06-18,87.07,87.61,86.67,87.31,2950600,83.74
2012-06-15,87.57,87.91,87.01,87.44,4696100,83.86
2012-06-14,86.31,87.23,86.06,86.86,3334900,83.31
2012-06-13,86.30,86.80,85.72,86.13,2661900,82.61
2012-06-12,85.67,86.74,85.22,86.73,2570900,83.18
2012-06-11,86.54,86.54,85.08,85.18,2098200,81.70
2012-06-08,85.18,86.09,84.99,86.00,2146200,82.48
2012-06-07,85.59,86.19,85.33,85.50,3032400,82.00
2012-06-06,83.22,84.64,83.03,84.63,2776300,81.17
2012-06-05,82.59,82.86,82.25,82.51,3268700,79.14
2012-06-04,82.79,82.99,81.99,82.62,2899900,79.24
2012-06-01,83.05,83.98,82.72,82.85,3539200,79.46
2012-05-31,84.45,85.05,83.87,84.41,3683200,80.96
2012-05-30,85.06,85.12,84.10,84.45,2697100,81.00
2012-05-29,85.38,86.00,85.13,85.73,2142200,82.22
2012-05-25,84.87,85.20,84.40,84.78,2346000,81.31
2012-05-24,84.96,85.00,84.03,84.98,2322100,81.50
2012-05-23,83.37,84.88,82.95,84.80,3200000,81.33
2012-05-22,84.69,84.99,83.68,84.13,3000900,80.69
2012-05-21,83.88,84.63,83.75,84.46,2450000,81.01
2012-05-18,84.78,84.78,83.27,83.51,3602900,80.09
2012-05-17,85.56,85.64,84.25,84.34,2777200,80.89
2012-05-16,85.91,86.27,85.26,85.35,2770600,81.86
2012-05-15,85.95,86.46,85.50,85.78,2611300,81.71
2012-05-14,85.46,86.55,85.24,85.83,2631900,81.75
2012-05-11,86.47,87.48,86.24,86.73,2601800,82.61
2012-05-10,87.14,87.69,86.88,87.13,2828500,82.99
2012-05-09,86.64,87.84,85.98,87.27,3192800,83.12
2012-05-08,87.12,87.88,86.30,87.56,2710400,83.40
2012-05-07,87.70,88.62,87.70,88.01,2753500,83.83
2012-05-04,89.17,89.24,88.30,88.67,2823800,84.46
2012-05-03,89.50,89.85,89.11,89.39,2343600,85.14
2012-05-02,89.16,89.59,88.89,89.52,2100200,85.27
2012-05-01,89.13,89.95,88.74,89.60,2294200,85.34
2012-04-30,89.25,89.46,88.72,89.36,2072900,85.12
2012-04-27,89.41,89.54,88.75,89.36,2618000,85.12
2012-04-26,88.60,89.56,88.51,89.32,2750900,85.08
2012-04-25,88.98,89.26,88.50,88.80,2962900,84.58
2012-04-24,89.33,89.75,88.38,88.49,5701200,84.29
2012-04-23,86.52,87.24,86.02,87.13,2769900,82.99
2012-04-20,86.99,87.80,86.91,87.48,3177200,83.32
2012-04-19,87.19,87.55,86.13,86.80,2565000,82.68
2012-04-18,86.90,87.63,86.69,87.13,1781600,82.99
2012-04-17,86.70,87.67,86.66,87.45,2354200,83.30
2012-04-16,86.04,86.93,85.92,86.40,3060200,82.30
2012-04-13,86.49,86.59,85.57,85.69,2609700,81.62
2012-04-12,85.71,86.93,85.08,86.86,2476000,82.73
2012-04-11,85.36,85.69,85.12,85.35,2527700,81.30
2012-04-10,86.19,86.40,84.44,84.58,3651000,80.56
2012-04-09,86.24,86.77,85.90,86.33,1932700,82.23
2012-04-05,87.36,87.79,86.97,87.27,2048400,83.12
2012-04-04,87.98,88.05,87.15,87.84,2392700,83.67
2012-04-03,89.22,89.22,88.20,88.79,2298400,84.57
2012-04-02,88.79,89.36,88.05,89.23,2640900,84.99
2012-03-30,89.22,89.29,88.76,89.21,2471800,84.97
2012-03-29,87.88,88.82,87.72,88.77,2207100,84.55
2012-03-28,89.29,89.61,88.04,88.45,2289600,84.25
2012-03-27,89.38,89.42,88.93,89.14,2308400,84.91
2012-03-26,88.92,89.35,88.60,89.12,2572500,84.89
2012-03-23,88.63,88.67,88.02,88.46,2326100,84.26
2012-03-22,88.50,88.78,87.72,88.57,3064200,84.36
2012-03-21,89.42,89.64,88.80,88.91,2433800,84.69
2012-03-20,89.17,89.73,88.75,89.35,2485300,85.11
2012-03-19,89.52,89.90,89.20,89.74,2585400,85.48
2012-03-16,89.88,90.00,89.37,89.56,5007100,85.31
2012-03-15,89.00,90.00,88.82,90.00,3252200,85.73
2012-03-14,88.60,89.25,88.60,88.87,2960900,84.65
2012-03-13,87.76,88.77,87.51,88.75,3107100,84.53
2012-03-12,87.10,87.75,86.96,87.54,2049300,83.38
2012-03-09,86.81,87.27,86.65,86.80,1958300,82.68
2012-03-08,86.06,86.93,85.98,86.71,2603200,82.59
2012-03-07,85.24,85.67,84.88,85.47,3150800,81.41
2012-03-06,85.72,85.86,84.83,84.95,3547900,80.92
2012-03-05,87.40,87.45,86.38,87.06,2701900,82.92
2012-03-02,87.47,87.57,87.04,87.52,2820500,83.36
2012-03-01,87.72,88.22,87.17,87.49,2525200,83.33
2012-02-29,88.14,88.32,87.25,87.60,3277700,83.44
2012-02-28,87.83,88.20,87.23,87.77,2497700,83.60
2012-02-27,87.41,88.32,87.10,88.07,3012900,83.89
2012-02-24,88.04,88.46,87.88,88.20,2524800,84.01
2012-02-23,87.88,88.18,87.27,87.90,3531300,83.72
2012-02-22,87.65,88.09,87.45,87.76,2650000,83.59
2012-02-21,87.74,88.05,87.40,87.60,2406700,83.44
2012-02-17,87.99,88.15,87.48,87.56,2834600,83.40
2012-02-16,86.99,87.76,86.96,87.65,2548800,83.49
2012-02-15,87.42,87.72,86.75,87.01,3647000,82.88
2012-02-14,87.60,88.00,87.22,87.99,2850300,83.25
2012-02-13,87.57,88.09,87.16,88.03,2530600,83.29
2012-02-10,87.20,87.56,86.75,87.14,3085700,82.44
2012-02-09,87.54,88.18,87.46,88.02,3031600,83.28
2012-02-08,88.12,88.29,87.68,87.97,2522800,83.23
2012-02-07,87.32,88.22,86.69,87.89,2959100,83.15
2012-02-06,87.15,87.94,87.15,87.56,2189300,82.84
2012-02-03,88.08,88.29,87.47,87.73,3195500,83.00
2012-02-02,87.25,87.77,87.06,87.43,2288000,82.72
2012-02-01,87.52,87.98,87.23,87.35,3005500,82.64
2012-01-31,87.88,87.88,85.79,86.71,3552100,82.04
2012-01-30,86.50,87.59,86.42,87.34,3148400,82.63
2012-01-27,87.15,87.80,86.67,87.46,3747200,82.75
2012-01-26,87.51,87.99,87.00,87.58,4898900,82.86
2012-01-25,85.30,86.66,85.00,86.48,4412000,81.82
2012-01-24,85.26,85.94,84.63,85.93,3895600,81.30
2012-01-23,85.70,86.06,85.31,85.61,3494800,81.00
2012-01-20,85.45,85.70,84.96,85.65,3522600,81.03
2012-01-19,85.10,86.23,84.92,85.80,3413700,81.18
2012-01-18,84.14,85.12,84.02,85.07,3721100,80.49
2012-01-17,84.85,85.36,84.13,84.23,2694900,79.69
2012-01-13,83.75,84.12,83.07,83.60,3092900,79.10
2012-01-12,84.37,84.64,83.76,84.28,3649900,79.74
2012-01-11,83.24,83.89,83.08,83.77,4465300,79.26
2012-01-10,84.59,85.19,84.04,84.30,3438400,79.76
2012-01-09,83.58,84.06,83.26,83.87,2796600,79.35
2012-01-06,83.78,84.24,83.32,83.37,2839200,78.88
2012-01-05,83.53,83.87,82.70,83.80,3116400,79.28
2012-01-04,83.13,84.26,83.11,84.18,3007400,79.64
2012-01-03,83.76,84.44,83.36,83.49,3380100,78.99
2011-12-30,82.23,82.45,81.60,81.73,1706500,77.33
2011-12-29,81.37,82.20,81.19,82.11,1935200,77.69
2011-12-28,82.22,82.44,80.94,81.15,2613300,76.78
2011-12-27,81.91,82.64,81.62,82.28,1722600,77.85
2011-12-23,81.24,82.21,80.78,82.20,2042200,77.77
2011-12-22,80.27,81.18,79.93,80.97,3164200,76.61
2011-12-21,80.43,80.47,78.97,80.00,3611800,75.69
2011-12-20,79.19,80.40,78.87,80.31,4660200,75.98
2011-12-19,79.02,79.50,77.51,77.82,3485400,73.63
2011-12-16,79.52,80.02,78.42,78.87,6492600,74.62
2011-12-15,79.43,79.78,78.60,78.86,3247000,74.61
2011-12-14,79.18,79.45,78.26,78.51,4203000,74.28
2011-12-13,81.00,81.22,78.91,79.41,3975800,75.13
2011-12-12,81.90,81.99,80.03,80.59,3338000,76.25
2011-12-09,80.92,82.42,80.77,82.20,4075500,77.77
2011-12-08,81.83,82.14,80.26,80.46,3980600,76.12
2011-12-07,82.03,82.73,80.78,82.39,4306100,77.95
2011-12-06,82.13,82.80,81.61,82.13,6011800,77.70
2011-12-05,81.33,81.60,80.34,80.93,5910500,76.57
2011-12-02,81.39,81.46,79.05,79.76,5578000,75.46
2011-12-01,81.25,81.31,80.25,80.30,3867100,75.97
2011-11-30,79.71,81.05,79.43,81.04,8721000,76.67
2011-11-29,78.00,78.18,77.03,77.24,3853300,73.08
2011-11-28,77.20,78.01,77.05,77.72,4923100,73.53
2011-11-25,75.55,76.86,75.55,76.13,2094000,72.03
2011-11-23,77.08,77.16,75.49,75.54,4149900,71.47
2011-11-22,77.63,78.94,77.45,77.83,4170600,73.64
2011-11-21,79.28,79.64,77.54,78.39,5438800,73.65
2011-11-18,80.70,81.02,79.98,80.54,3928300,75.67
2011-11-17,81.53,81.67,79.67,80.43,5077900,75.56
2011-11-16,81.29,83.10,80.86,81.87,5097100,76.91
2011-11-15,81.44,82.38,81.06,81.87,3602400,76.91
2011-11-14,81.56,82.49,81.38,81.87,3168600,76.91
2011-11-11,81.30,82.66,81.30,82.29,3645800,77.31
2011-11-10,80.31,81.16,79.65,80.32,4646300,75.46
2011-11-09,80.13,80.31,78.47,79.00,6393500,74.22
2011-11-08,80.29,82.00,80.00,81.83,4230500,76.88
2011-11-07,79.27,80.19,78.30,79.69,4311700,74.87
2011-11-04,78.97,79.54,78.12,79.30,3771900,74.50
2011-11-03,78.86,79.82,77.89,79.64,4337800,74.82
2011-11-02,77.39,78.64,77.35,78.06,3559600,73.34
2011-11-01,77.89,78.22,76.26,76.53,5772100,71.90
2011-10-31,79.88,80.59,78.93,79.02,4022500,74.24
2011-10-28,81.53,81.84,80.50,81.00,5252000,76.10
2011-10-27,79.51,82.33,78.92,81.41,7413700,76.48
2011-10-26,77.98,78.40,75.97,77.02,5788900,72.36
2011-10-25,76.88,79.02,76.28,77.04,12651800,72.38
2011-10-24,80.32,82.40,80.23,82.18,5428700,77.21
2011-10-21,79.38,80.56,78.98,80.48,5125200,75.61
2011-10-20,77.77,79.06,77.11,78.68,4087300,73.92
2011-10-19,78.26,78.86,77.27,77.70,3865000,73.00
2011-10-18,76.18,79.15,75.71,78.36,4167200,73.62
2011-10-17,78.63,79.05,75.66,75.88,4359500,71.29
2011-10-14,78.94,79.23,78.12,78.89,2840800,74.12
2011-10-13,78.27,78.40,76.67,77.80,3726900,73.09
2011-10-12,76.73,79.34,76.73,78.36,5663300,73.62
2011-10-11,76.55,76.87,75.89,76.42,3320200,71.79
2011-10-10,75.12,76.74,75.09,76.72,3855600,72.08
2011-10-07,75.20,75.45,73.07,73.82,5291800,69.35
2011-10-06,72.72,74.69,72.00,74.65,4835800,70.13
2011-10-05,71.74,72.84,71.01,72.53,5467000,68.14
2011-10-04,70.13,72.18,68.63,72.01,8700000,67.65
2011-10-03,71.13,73.24,70.93,70.93,7619300,66.64
2011-09-30,73.91,73.94,71.71,71.79,7184500,67.45
2011-09-29,74.97,75.68,73.50,74.53,5633500,70.02
2011-09-28,76.42,77.20,73.50,73.60,5932100,69.15
2011-09-27,76.37,77.77,75.82,76.28,4875300,71.66
2011-09-26,74.39,75.26,73.45,75.19,5033400,70.64
2011-09-23,72.64,74.33,72.34,73.99,4583800,69.51
2011-09-22,74.82,74.90,72.00,72.90,10108500,68.49
2011-09-21,79.33,79.76,76.27,76.34,4957800,71.72
2011-09-20,79.44,79.92,78.46,79.21,3914800,74.42
2011-09-19,79.57,79.57,77.88,79.21,4552700,74.42
2011-09-16,81.43,81.65,80.01,80.53,6027600,75.66
2011-09-15,80.18,81.03,79.48,80.63,4222300,75.75
2011-09-14,77.96,80.39,76.91,79.44,5402500,74.63
2011-09-13,78.28,78.79,77.19,77.81,6469100,73.10
2011-09-12,76.21,78.28,76.00,78.22,5848900,73.49
2011-09-09,78.06,78.18,76.00,76.65,7423400,72.01
2011-09-08,79.88,80.65,78.78,79.26,4722200,74.46
2011-09-07,79.36,80.64,78.66,80.57,5213800,75.69
2011-09-06,77.44,78.26,76.70,78.08,5271200,73.35
2011-09-02,80.02,80.33,78.92,79.35,4391300,74.55
2011-09-01,83.02,83.95,81.28,81.61,4535400,76.67
2011-08-31,82.70,83.37,82.20,82.98,4737700,77.96
2011-08-30,81.68,82.61,80.71,82.07,3734200,77.10
2011-08-29,81.30,82.23,80.90,82.10,3467000,77.13
2011-08-26,77.73,80.26,76.50,80.01,5390000,75.17
2011-08-25,80.45,80.65,77.79,78.19,6604500,73.46
2011-08-24,79.40,80.45,78.85,80.29,5176800,75.43
2011-08-23,77.17,79.81,76.87,79.67,5819100,74.85
2011-08-22,78.34,78.52,76.50,76.95,4434200,72.29
2011-08-19,76.65,78.82,76.60,76.87,6151600,72.22
2011-08-18,79.83,80.02,76.74,77.42,8546300,72.73
2011-08-17,82.19,83.03,80.58,80.93,5429400,76.03
2011-08-16,82.53,82.68,81.05,82.13,5078200,76.64
2011-08-15,82.66,83.66,81.97,83.31,4157200,77.74
2011-08-12,81.89,82.76,80.80,82.54,5718100,77.03
2011-08-11,78.69,82.36,78.29,81.22,7142300,75.79
2011-08-10,81.00,81.22,78.01,78.23,9377400,73.00
2011-08-09,80.23,82.86,78.06,82.69,12008400,77.17
2011-08-08,80.75,81.37,78.53,78.59,11496200,73.34
2011-08-05,83.44,84.22,81.24,82.75,8453100,77.22
2011-08-04,85.07,85.07,82.11,82.23,9061600,76.74
2011-08-03,85.56,86.45,84.82,86.18,6277000,80.42
2011-08-02,85.67,87.25,85.25,85.27,6406300,79.57
2011-08-01,87.98,88.17,85.54,86.77,5997600,80.97
2011-07-29,86.94,87.71,86.60,87.14,4883800,81.32
2011-07-28,88.19,88.72,87.41,87.57,4285900,81.72
2011-07-27,89.69,89.72,87.75,88.08,6658400,82.19
2011-07-26,91.92,92.50,89.56,89.93,11432000,83.92
2011-07-25,94.84,95.53,93.90,95.07,3438600,88.72
2011-07-22,96.09,96.38,95.11,95.38,2846200,89.01
2011-07-21,95.01,96.09,94.50,95.84,3540400,89.44
2011-07-20,94.83,94.92,94.15,94.25,2808000,87.95
2011-07-19,94.94,94.94,93.38,94.27,4756900,87.97
2011-07-18,95.10,95.12,93.71,94.60,2951400,88.28
2011-07-15,95.20,95.63,94.72,95.47,3924000,89.09
2011-07-14,94.82,95.78,94.56,94.98,5397100,88.63
2011-07-13,96.09,97.30,96.03,96.19,2816100,89.76
2011-07-12,97.11,97.22,95.80,95.88,4578100,89.47
2011-07-11,96.45,97.00,96.06,96.56,4510200,90.11
2011-07-08,97.12,97.67,96.99,97.62,3014900,91.10
2011-07-07,97.73,98.19,97.17,97.97,3312100,91.42
2011-07-06,96.12,97.50,96.10,97.24,3704100,90.74
2011-07-05,96.40,96.86,96.06,96.14,3064200,89.72
2011-07-01,94.83,96.95,94.83,96.67,4659700,90.21
2011-06-30,93.38,95.06,93.35,94.85,4201800,88.51
2011-06-29,93.42,93.64,92.68,93.11,3071700,86.89
2011-06-28,92.63,93.02,92.42,93.02,2730000,86.80
2011-06-27,91.08,92.65,90.84,92.25,2783700,86.09
2011-06-24,92.34,92.53,90.68,90.89,4179900,84.82
2011-06-23,92.04,92.42,90.73,92.34,3804200,86.17
2011-06-22,93.33,93.92,92.72,92.80,2675400,86.60
2011-06-21,92.81,93.79,92.33,93.43,2438300,87.19
2011-06-20,91.42,92.87,91.41,92.56,2026700,86.38
2011-06-17,92.30,92.63,91.53,91.78,3764100,85.65
2011-06-16,91.07,91.88,90.66,91.58,2995700,85.46
2011-06-15,91.70,92.08,90.58,91.03,3407700,84.95
2011-06-14,92.28,92.99,92.04,92.59,2839100,86.40
2011-06-13,91.14,91.87,90.90,91.30,2543300,85.20
2011-06-10,91.44,91.90,90.64,90.73,2765200,84.67
2011-06-09,91.36,92.43,90.99,91.96,2493300,85.82
2011-06-08,90.94,91.35,90.36,90.91,3469900,84.84
2011-06-07,90.86,91.99,90.74,90.85,3049700,84.78
2011-06-06,90.38,90.93,90.24,90.62,2964500,84.57
2011-06-03,90.19,91.23,90.19,90.70,3108300,84.64
2011-06-02,91.35,92.11,90.97,91.46,2745200,85.35
2011-06-01,94.33,94.33,91.33,91.44,3456200,85.33
2011-05-31,94.05,94.68,93.49,94.38,3181300,88.07
2011-05-27,93.46,93.99,93.10,93.47,1987200,87.22
2011-05-26,92.65,93.20,92.03,92.82,2669200,86.62
2011-05-25,91.54,93.03,91.38,92.69,2814300,86.50
2011-05-24,92.92,92.92,91.93,91.97,3218300,85.83
2011-05-23,92.29,92.88,91.76,92.49,2988900,86.31
2011-05-20,94.55,94.65,93.13,93.56,3486900,87.31
2011-05-19,94.34,95.00,93.93,94.71,2385400,88.38
2011-05-18,93.72,94.18,92.75,93.94,3340200,87.66
2011-05-17,95.28,95.46,93.14,93.86,4845500,87.08
2011-05-16,95.54,96.23,95.27,95.46,2605500,88.56
2011-05-13,96.61,97.18,95.19,96.01,2918900,89.07
2011-05-12,95.18,96.94,95.11,96.65,3949300,89.66
2011-05-11,95.77,96.00,94.44,95.52,3458300,88.62
2011-05-10,96.24,96.43,95.63,95.71,3285600,88.79
2011-05-09,95.30,96.46,95.30,95.99,2039000,89.05
2011-05-06,95.73,96.83,95.36,95.60,3666500,88.69
2011-05-05,95.61,96.28,94.40,94.92,4159700,88.06
2011-05-04,96.55,97.00,95.74,96.20,3226100,89.25
2011-05-03,96.93,97.50,96.58,96.83,2938700,89.83
2011-05-02,97.58,97.95,96.65,96.92,3025000,89.91
2011-04-29,96.92,97.50,96.86,97.21,3086000,90.18
2011-04-28,96.11,97.30,96.09,97.23,3597800,90.20
2011-04-27,95.67,96.54,95.38,96.47,3774200,89.50
2011-04-26,95.01,96.59,94.39,95.94,8004300,89.01
2011-04-25,93.91,94.32,93.27,94.12,2187100,87.32
2011-04-21,94.09,94.43,93.65,93.92,2926600,87.13
2011-04-20,92.97,94.42,92.93,93.76,3635400,86.98
2011-04-19,91.65,92.03,91.47,91.86,2435100,85.22
2011-04-18,91.94,91.94,90.58,91.45,3639300,84.84
2011-04-15,92.89,93.14,91.98,92.82,3110700,86.11
2011-04-14,92.43,93.22,91.75,92.94,2290200,86.22
2011-04-13,93.07,93.25,92.55,92.86,2834700,86.15
2011-04-12,93.20,93.27,92.03,92.37,3894500,85.69
2011-04-11,93.59,94.64,93.40,93.80,3221500,87.02
2011-04-08,93.59,93.75,92.62,93.22,2462700,86.48
2011-04-07,93.51,93.93,92.60,93.19,3428700,86.45
2011-04-06,93.94,94.10,93.22,93.82,2498400,87.04
2011-04-05,93.51,94.00,93.02,93.39,2253400,86.64
2011-04-04,92.68,93.83,92.68,93.64,1956600,86.87
2011-04-01,93.53,94.33,92.62,93.13,3546700,86.40
2011-03-31,92.41,93.67,92.36,93.50,3202900,86.74
2011-03-30,92.84,93.16,92.33,92.47,3566500,85.79
2011-03-29,92.27,92.90,91.90,92.84,2221400,86.13
2011-03-28,92.42,92.82,92.12,92.12,2414300,85.46
2011-03-25,92.87,92.96,92.13,92.27,2748500,85.60
2011-03-24,92.61,92.98,91.89,92.58,2595800,85.89
2011-03-23,90.62,92.66,90.60,92.14,3978100,85.48
2011-03-22,90.96,91.48,90.41,90.70,2067100,84.14
2011-03-21,90.27,91.80,90.17,90.95,3576000,84.38
2011-03-18,89.72,90.10,88.53,88.98,4823200,82.55
2011-03-17,88.59,88.97,88.05,88.69,3581300,82.28
2011-03-16,89.06,89.24,86.91,87.55,6387500,81.22
2011-03-15,89.05,90.09,88.06,89.50,5273500,83.03
2011-03-14,91.21,91.21,89.90,91.02,3549000,84.44
2011-03-11,89.71,92.05,89.71,91.61,3513000,84.99
2011-03-10,92.32,92.32,90.00,90.01,5098400,83.50
2011-03-09,93.52,93.74,92.58,93.17,2117900,86.44
2011-03-08,92.37,94.16,92.30,93.75,3623700,86.97
2011-03-07,92.58,93.55,92.02,92.40,3790500,85.72
2011-03-04,92.71,93.29,91.35,92.19,2770400,85.53
2011-03-03,91.85,93.40,91.85,92.81,3061100,86.10
2011-03-02,90.24,92.20,90.24,91.32,2809500,84.72
2011-03-01,92.19,92.35,90.44,90.46,4008100,83.92
2011-02-28,91.90,92.64,91.10,92.23,4797400,85.56
2011-02-25,89.75,90.67,89.69,90.25,2859500,83.73
2011-02-24,90.43,90.73,89.27,90.03,3995700,83.52
2011-02-23,92.57,92.58,89.87,90.26,5360900,83.74
2011-02-22,92.73,93.65,91.82,92.00,5032300,85.35
2011-02-18,92.73,92.97,92.05,92.96,3435200,86.24
2011-02-17,92.14,92.96,92.02,92.73,3134200,86.03
2011-02-16,91.46,92.95,91.45,92.33,3906500,85.66
2011-02-15,91.52,92.14,91.00,92.00,2971900,84.84
2011-02-14,91.72,92.30,91.72,91.90,3418500,84.75
2011-02-11,90.34,91.95,90.06,91.80,3410000,84.66
2011-02-10,90.24,90.68,89.96,90.46,2787500,83.42
2011-02-09,89.67,90.84,89.65,90.78,4786500,83.71
2011-02-08,88.97,89.50,88.78,89.47,2708000,82.51
2011-02-07,88.17,89.25,87.81,88.79,2621700,81.88
2011-02-04,87.92,88.39,87.65,88.29,1973900,81.42
2011-02-03,87.82,88.27,87.55,87.95,1982200,81.10
2011-02-02,87.68,88.45,87.68,87.75,2892600,80.92
2011-02-01,88.02,88.30,87.44,87.79,3995200,80.96
2011-01-31,87.93,88.19,87.31,87.92,4116500,81.08
2011-01-28,89.43,89.69,87.25,87.44,4927600,80.63
2011-01-27,89.20,90.29,89.02,89.19,3282400,82.25
2011-01-26,88.58,89.72,88.43,89.57,4097800,82.60
2011-01-25,89.40,89.50,87.20,88.50,7480800,81.61
2011-01-24,89.21,90.50,89.06,90.32,6319600,83.29
2011-01-21,88.66,89.39,88.37,89.29,3911300,82.34
2011-01-20,87.86,88.38,87.25,88.04,2167400,81.19
2011-01-19,88.25,88.74,87.66,87.96,2302200,81.11
2011-01-18,87.84,88.50,87.71,88.14,2323700,81.28
2011-01-14,87.74,88.11,87.45,88.10,2094300,81.24
2011-01-13,88.47,88.87,87.76,88.04,2351900,81.19
2011-01-12,88.02,88.76,87.92,88.66,2732900,81.76
2011-01-11,87.33,88.34,87.33,87.74,3024400,80.91
2011-01-10,85.72,87.33,85.72,87.15,3475200,80.37
2011-01-07,86.55,87.31,85.95,86.23,3355500,79.52
2011-01-06,86.86,87.19,85.63,86.14,3452600,79.44
2011-01-05,86.29,87.90,86.12,86.67,4081300,79.92
2011-01-04,87.00,87.28,86.28,86.67,2644100,79.92
2011-01-03,86.75,87.33,86.74,86.79,2632800,80.04
2010-12-31,86.53,86.98,86.01,86.30,1791500,79.58
2010-12-30,86.78,87.03,86.37,86.54,1502900,79.80
2010-12-29,86.84,87.20,86.55,86.76,1666800,80.01
2010-12-28,87.01,87.42,86.44,86.74,1769700,79.99
2010-12-27,86.38,87.25,86.00,87.01,1585500,80.24
2010-12-23,86.79,86.86,86.23,86.47,1890200,79.74
2010-12-22,86.41,86.90,85.83,86.72,2396800,79.97
2010-12-21,87.52,87.60,86.23,86.53,3265900,79.80
2010-12-20,86.60,87.82,86.11,87.34,4002600,80.54
2010-12-17,86.39,86.65,85.90,86.37,3655800,79.65
2010-12-16,85.89,86.58,85.15,86.40,2670600,79.68
2010-12-15,85.84,87.00,85.45,85.81,4758500,79.13
2010-12-14,85.23,85.91,85.02,85.84,2873400,79.16
2010-12-13,84.54,85.72,84.43,85.30,4264300,78.66
2010-12-10,84.35,84.42,83.75,84.32,4453200,77.76
2010-12-09,84.98,85.05,83.72,84.11,3598100,77.56
2010-12-08,83.23,84.82,83.23,84.68,5145300,78.09
2010-12-07,86.68,87.07,83.81,84.19,10359600,77.64
2010-12-06,87.00,87.42,86.62,86.88,3165400,80.12
2010-12-03,86.06,87.24,85.81,86.94,2910700,80.17
2010-12-02,86.24,87.13,86.15,86.51,4257900,79.78
2010-12-01,85.42,86.73,85.40,86.05,5153700,79.35
2010-11-30,83.25,84.30,83.03,83.98,3463500,77.44
2010-11-29,83.70,84.38,83.00,84.22,3590000,77.67
2010-11-26,84.46,85.07,83.92,84.40,1661300,77.83
2010-11-24,84.49,84.81,84.08,84.66,3857600,78.07
2010-11-23,83.91,84.54,83.14,83.59,3933200,77.08
2010-11-22,84.66,85.06,83.97,84.90,2976300,78.29
2010-11-19,85.53,85.55,84.72,85.01,3221300,78.39
2010-11-18,84.84,85.75,84.56,85.55,3576400,78.89
2010-11-17,84.08,84.52,83.52,83.95,3130600,77.42
2010-11-16,85.71,85.78,83.97,84.24,5699800,77.20
2010-11-15,86.69,86.78,86.14,86.20,3131100,79.00
2010-11-12,86.02,87.17,85.63,86.24,4123700,79.03
2010-11-11,85.72,86.56,85.22,86.50,5850800,79.27
2010-11-10,85.30,86.49,85.29,86.25,3999000,79.04
2010-11-09,86.33,86.34,84.95,85.30,4920500,78.17
2010-11-08,85.80,86.60,85.55,85.86,5515100,78.68
2010-11-05,87.46,87.49,86.00,86.34,3724300,79.12
2010-11-04,86.29,87.87,86.10,87.04,6606100,79.77
2010-11-03,85.15,85.58,83.30,85.30,4081700,78.17
2010-11-02,84.81,85.05,84.32,84.80,3815200,77.71
2010-11-01,84.57,85.29,83.42,83.98,4467200,76.96
2010-10-29,85.01,85.21,84.07,84.22,6085200,77.18
2010-10-28,87.82,88.00,83.80,85.07,16228100,77.96
2010-10-27,89.99,90.53,88.56,90.37,3398500,82.82
2010-10-26,90.68,90.98,90.14,90.47,2268200,82.91
2010-10-25,90.63,91.49,90.63,90.90,3192900,83.30
